randmarks, x_dist, y_dist, time
,,,
13,0.275302231,0.57256943,1646125968
,,,
14,0.304540038,0.579920769,1646125968
,,,
15,0.316061974,0.632620275,1646125968
,,,
16,0.303680807,0.625209689,1646125968
,,,
17,0.249734074,0.600456953,1646125968
,,,
18,0.268526793,0.600000083,1646125968
,,,
19,0.2866835,0.633121908,1646125968
,,,
0,0.319047213,0.748927355,1646125968
,,,
1,0.379584819,0.693483293,1646125968
,,,
2,0.428625226,0.624387801,1646125968
,,,
3,0.472645521,0.57414794,1646125968
,,,
4,0.505794466,0.543997526,1646125968
,,,
5,0.352869779,0.546534002,1646125968
,,,
6,0.37616846,0.534998119,1646125968
,,,
7,0.37534225,0.596004307,1646125968
,,,
8,0.364164352,0.600189269,1646125968
,,,
9,0.310944736,0.550185502,1646125968
,,,
10,0.341384053,0.554632187,1646125968
,,,
11,0.346851289,0.62022239,1646125968
,,,
12,0.333666652,0.612287819,1646125968
,,,
13,0.275777459,0.573905408,1646125968
,,,
14,0.30455184,0.580082417,1646125968
,,,
15,0.316114545,0.632265449,1646125968
,,,
16,0.304736018,0.625529408,1646125968
,,,
17,0.250285208,0.60193795,1646125968
,,,
18,0.269044161,0.599709153,1646125968
,,,
19,0.287889034,0.633021176,1646125968
,,,
0,0.319047213,0.748927355,1646125968
,,,
1,0.379584819,0.693483293,1646125968
,,,
2,0.428625226,0.624387801,1646125968
,,,
3,0.472645521,0.57414794,1646125968
,,,
4,0.505794466,0.543997526,1646125968
,,,
5,0.352869779,0.546534002,1646125968
,,,
6,0.37616846,0.534998119,1646125968
,,,
7,0.37534225,0.596004307,1646125968
,,,
8,0.364164352,0.600189269,1646125968
,,,
9,0.310944736,0.550185502,1646125968
,,,
10,0.341384053,0.554632187,1646125968
,,,
11,0.346851289,0.62022239,1646125968
,,,
12,0.333666652,0.612287819,1646125968
,,,
13,0.275777459,0.573905408,1646125968
,,,
14,0.30455184,0.580082417,1646125968
,,,
15,0.316114545,0.632265449,1646125968
,,,
16,0.304736018,0.625529408,1646125968
,,,
17,0.250285208,0.60193795,1646125968
,,,
18,0.269044161,0.599709153,1646125968
,,,
19,0.287889034,0.633021176,1646125968
,,,
0,0.319047213,0.748927355,1646125968
,,,
1,0.379584819,0.693483293,1646125968
,,,
2,0.428625226,0.624387801,1646125968
,,,
3,0.472645521,0.57414794,1646125968
,,,
4,0.505794466,0.543997526,1646125968
,,,
5,0.352869779,0.546534002,1646125968
,,,
6,0.37616846,0.534998119,1646125968
,,,
7,0.37534225,0.596004307,1646125968
,,,
8,0.364164352,0.600189269,1646125968
,,,
9,0.310944736,0.550185502,1646125968
,,,
10,0.341384053,0.554632187,1646125968
,,,
11,0.346851289,0.62022239,1646125968
,,,
12,0.333666652,0.612287819,1646125968
,,,
13,0.275777459,0.573905408,1646125968
,,,
14,0.30455184,0.580082417,1646125968
,,,
15,0.316114545,0.632265449,1646125968
,,,
16,0.304736018,0.625529408,1646125968
,,,
17,0.250285208,0.60193795,1646125968
,,,
18,0.269044161,0.599709153,1646125968
,,,
19,0.287889034,0.633021176,1646125968
,,,
0,0.319047213,0.748927355,1646125968
,,,
1,0.379584819,0.693483293,1646125968
,,,
2,0.428625226,0.624387801,1646125968
,,,
3,0.472645521,0.57414794,1646125968
,,,
4,0.505794466,0.543997526,1646125968
,,,
5,0.352869779,0.546534002,1646125968
,,,
6,0.37616846,0.534998119,1646125968
,,,
7,0.37534225,0.596004307,1646125968
,,,
8,0.364164352,0.600189269,1646125968
,,,
9,0.310944736,0.550185502,1646125968
,,,
10,0.341384053,0.554632187,1646125968
,,,
11,0.346851289,0.62022239,1646125968
,,,
12,0.333666652,0.612287819,1646125968
,,,
13,0.275777459,0.573905408,1646125968
,,,
14,0.30455184,0.580082417,1646125968
,,,
15,0.316114545,0.632265449,1646125968
,,,
16,0.304736018,0.625529408,1646125968
,,,
17,0.250285208,0.60193795,1646125968
,,,
18,0.269044161,0.599709153,1646125968
,,,
19,0.287889034,0.633021176,1646125968
,,,
0,0.319047213,0.748927355,1646125968
,,,
1,0.379584819,0.693483293,1646125968
,,,
2,0.428625226,0.624387801,1646125968
,,,
3,0.472645521,0.57414794,1646125968
,,,
4,0.505794466,0.543997526,1646125968
,,,
5,0.352869779,0.546534002,1646125968
,,,
6,0.37616846,0.534998119,1646125968
,,,
7,0.37534225,0.596004307,1646125968
,,,
8,0.364164352,0.600189269,1646125968
,,,
9,0.310944736,0.550185502,1646125968
,,,
10,0.341384053,0.554632187,1646125968
,,,
11,0.346851289,0.62022239,1646125968
,,,
12,0.333666652,0.612287819,1646125968
,,,
13,0.275777459,0.573905408,1646125968
,,,
14,0.30455184,0.580082417,1646125968
,,,
15,0.316114545,0.632265449,1646125968
,,,
16,0.304736018,0.625529408,1646125968
,,,
17,0.250285208,0.60193795,1646125968
,,,
18,0.269044161,0.599709153,1646125968
,,,
19,0.287889034,0.633021176,1646125968
,,,
0,0.319354832,0.756860912,1646125968
,,,
1,0.380540043,0.701270878,1646125968
,,,
2,0.427374065,0.625867128,1646125968
,,,
3,0.471469283,0.575753927,1646125968
,,,
4,0.504841328,0.545762599,1646125968
,,,
5,0.35061118,0.54637897,1646125968
,,,
6,0.376092523,0.535868406,1646125968
,,,
7,0.374877304,0.596221566,1646125968
,,,
8,0.362974912,0.59853667,1646125968
,,,
9,0.308956325,0.550765276,1646125968
,,,
10,0.342305303,0.557000816,1646125968
,,,
11,0.346839577,0.621169567,1646125968
,,,
12,0.332289696,0.611327648,1646125968
,,,
13,0.274597645,0.574623525,1646125968
,,,
14,0.304412901,0.583136618,1646125968
,,,
15,0.315956324,0.634430408,1646125968
,,,
16,0.30344972,0.625545025,1646125968
,,,
17,0.249650463,0.60179311,1646125968
,,,
18,0.270615071,0.601876616,1646125968
,,,
19,0.287827432,0.634726882,1646125968
,,,
0,0.319354832,0.756860912,1646125968
,,,
1,0.380540043,0.701270878,1646125968
,,,
2,0.427374065,0.625867128,1646125968
,,,
3,0.471469283,0.575753927,1646125968
,,,
4,0.504841328,0.545762599,1646125968
,,,
5,0.35061118,0.54637897,1646125968
,,,
6,0.376092523,0.535868406,1646125968
,,,
7,0.374877304,0.596221566,1646125968
,,,
8,0.362974912,0.59853667,1646125968
,,,
9,0.308956325,0.550765276,1646125968
,,,
10,0.342305303,0.557000816,1646125968
,,,
11,0.346839577,0.621169567,1646125968
,,,
12,0.332289696,0.611327648,1646125968
,,,
13,0.274597645,0.574623525,1646125968
,,,
14,0.304412901,0.583136618,1646125968
,,,
15,0.315956324,0.634430408,1646125968
,,,
16,0.30344972,0.625545025,1646125968
,,,
17,0.249650463,0.60179311,1646125968
,,,
18,0.270615071,0.601876616,1646125968
,,,
19,0.287827432,0.634726882,1646125968
,,,
0,0.319354832,0.756860912,1646125968
,,,
1,0.380540043,0.701270878,1646125968
,,,
2,0.427374065,0.625867128,1646125968
,,,
3,0.471469283,0.575753927,1646125968
,,,
4,0.504841328,0.545762599,1646125968
,,,
5,0.35061118,0.54637897,1646125968
,,,
6,0.376092523,0.535868406,1646125968
,,,
7,0.374877304,0.596221566,1646125968
,,,
8,0.362974912,0.59853667,1646125968
,,,
9,0.308956325,0.550765276,1646125968
,,,
10,0.342305303,0.557000816,1646125968
,,,
11,0.346839577,0.621169567,1646125968
,,,
12,0.332289696,0.611327648,1646125968
,,,
13,0.274597645,0.574623525,1646125968
,,,
14,0.304412901,0.583136618,1646125968
,,,
15,0.315956324,0.634430408,1646125968
,,,
16,0.30344972,0.625545025,1646125968
,,,
17,0.249650463,0.60179311,1646125968
,,,
18,0.270615071,0.601876616,1646125968
,,,
19,0.287827432,0.634726882,1646125968
,,,
0,0.319354832,0.756860912,1646125968
,,,
1,0.380540043,0.701270878,1646125968
,,,
2,0.427374065,0.625867128,1646125968
,,,
3,0.471469283,0.575753927,1646125968
,,,
4,0.504841328,0.545762599,1646125968
,,,
5,0.35061118,0.54637897,1646125968
,,,
6,0.376092523,0.535868406,1646125968
,,,
7,0.374877304,0.596221566,1646125968
,,,
8,0.362974912,0.59853667,1646125968
,,,
9,0.308956325,0.550765276,1646125968
,,,
10,0.342305303,0.557000816,1646125968
,,,
11,0.346839577,0.621169567,1646125968
,,,
12,0.332289696,0.611327648,1646125968
,,,
13,0.274597645,0.574623525,1646125968
,,,
14,0.304412901,0.583136618,1646125968
,,,
15,0.315956324,0.634430408,1646125968
,,,
16,0.30344972,0.625545025,1646125968
,,,
17,0.249650463,0.60179311,1646125968
,,,
18,0.270615071,0.601876616,1646125968
,,,
19,0.287827432,0.634726882,1646125968
,,,
0,0.319354832,0.756860912,1646125968
,,,
1,0.380540043,0.701270878,1646125968
,,,
2,0.427374065,0.625867128,1646125968
,,,
3,0.471469283,0.575753927,1646125968
,,,
4,0.504841328,0.545762599,1646125968
,,,
5,0.35061118,0.54637897,1646125968
,,,
6,0.376092523,0.535868406,1646125968
,,,
7,0.374877304,0.596221566,1646125968
,,,
8,0.362974912,0.59853667,1646125968
,,,
9,0.308956325,0.550765276,1646125968
,,,
10,0.342305303,0.557000816,1646125968
,,,
11,0.346839577,0.621169567,1646125968
,,,
12,0.332289696,0.611327648,1646125968
,,,
13,0.274597645,0.574623525,1646125968
,,,
14,0.304412901,0.583136618,1646125968
,,,
15,0.315956324,0.634430408,1646125968
,,,
16,0.30344972,0.625545025,1646125968
,,,
17,0.249650463,0.60179311,1646125968
,,,
18,0.270615071,0.601876616,1646125968
,,,
19,0.287827432,0.634726882,1646125968
,,,
0,0.317657501,0.75051862,1646125968
,,,
1,0.380111337,0.697614253,1646125968
,,,
2,0.427837372,0.627249956,1646125968
,,,
3,0.470295995,0.575775146,1646125968
,,,
4,0.505435348,0.546234488,1646125968
,,,
5,0.355393082,0.549537361,1646125968
,,,
6,0.375044048,0.534776509,1646125968
,,,
7,0.374673188,0.596795201,1646125968
,,,
8,0.362562358,0.602213502,1646125968
,,,
9,0.312157631,0.553625882,1646125968
,,,
10,0.339304239,0.554932117,1646125968
,,,
11,0.346319109,0.621157706,1646125968
,,,
12,0.332835078,0.613651574,1646125968
,,,
13,0.276956826,0.577069938,1646125968
,,,
14,0.302776247,0.58068198,1646125968
,,,
15,0.315667957,0.633966029,1646125968
,,,
16,0.3034648,0.628107607,1646125968
,,,
17,0.250336468,0.60377264,1646125968
,,,
18,0.2686207,0.601705492,1646125968
,,,
19,0.286213577,0.635321915,1646125968
,,,
0,0.317657501,0.75051862,1646125968
,,,
1,0.380111337,0.697614253,1646125968
,,,
2,0.427837372,0.627249956,1646125968
,,,
3,0.470295995,0.575775146,1646125968
,,,
4,0.505435348,0.546234488,1646125968
,,,
5,0.355393082,0.549537361,1646125968
,,,
6,0.375044048,0.534776509,1646125968
,,,
7,0.374673188,0.596795201,1646125968
,,,
8,0.362562358,0.602213502,1646125968
,,,
9,0.312157631,0.553625882,1646125968
,,,
10,0.339304239,0.554932117,1646125968
,,,
11,0.346319109,0.621157706,1646125968
,,,
12,0.332835078,0.613651574,1646125968
,,,
13,0.276956826,0.577069938,1646125968
,,,
14,0.302776247,0.58068198,1646125968
,,,
15,0.315667957,0.633966029,1646125968
,,,
16,0.3034648,0.628107607,1646125968
,,,
17,0.250336468,0.60377264,1646125968
,,,
18,0.2686207,0.601705492,1646125968
,,,
19,0.286213577,0.635321915,1646125968
,,,
0,0.317657501,0.75051862,1646125968
,,,
1,0.380111337,0.697614253,1646125968
,,,
2,0.427837372,0.627249956,1646125968
,,,
3,0.470295995,0.575775146,1646125968
,,,
4,0.505435348,0.546234488,1646125968
,,,
5,0.355393082,0.549537361,1646125968
,,,
6,0.375044048,0.534776509,1646125968
,,,
7,0.374673188,0.596795201,1646125968
,,,
8,0.362562358,0.602213502,1646125968
,,,
9,0.312157631,0.553625882,1646125968
,,,
10,0.339304239,0.554932117,1646125968
,,,
11,0.346319109,0.621157706,1646125968
,,,
12,0.332835078,0.613651574,1646125968
,,,
13,0.276956826,0.577069938,1646125968
,,,
14,0.302776247,0.58068198,1646125968
,,,
15,0.315667957,0.633966029,1646125968
,,,
16,0.3034648,0.628107607,1646125968
,,,
17,0.250336468,0.60377264,1646125968
,,,
18,0.2686207,0.601705492,1646125968
,,,
19,0.286213577,0.635321915,1646125968
,,,
0,0.317657501,0.75051862,1646125968
,,,
1,0.380111337,0.697614253,1646125968
,,,
2,0.427837372,0.627249956,1646125968
,,,
3,0.470295995,0.575775146,1646125968
,,,
4,0.505435348,0.546234488,1646125968
,,,
5,0.355393082,0.549537361,1646125968
,,,
6,0.375044048,0.534776509,1646125968
,,,
7,0.374673188,0.596795201,1646125968
,,,
8,0.362562358,0.602213502,1646125968
,,,
9,0.312157631,0.553625882,1646125968
,,,
10,0.339304239,0.554932117,1646125968
,,,
11,0.346319109,0.621157706,1646125968
,,,
12,0.332835078,0.613651574,1646125968
,,,
13,0.276956826,0.577069938,1646125968
,,,
14,0.302776247,0.58068198,1646125968
,,,
15,0.315667957,0.633966029,1646125968
,,,
16,0.3034648,0.628107607,1646125968
,,,
17,0.250336468,0.60377264,1646125968
,,,
18,0.2686207,0.601705492,1646125968
,,,
19,0.286213577,0.635321915,1646125968
,,,
0,0.317657501,0.75051862,1646125968
,,,
1,0.380111337,0.697614253,1646125968
,,,
2,0.427837372,0.627249956,1646125968
,,,
3,0.470295995,0.575775146,1646125968
,,,
4,0.505435348,0.546234488,1646125968
,,,
5,0.355393082,0.549537361,1646125968
,,,
6,0.375044048,0.534776509,1646125968
,,,
7,0.374673188,0.596795201,1646125968
,,,
8,0.362562358,0.602213502,1646125968
,,,
9,0.312157631,0.553625882,1646125968
,,,
10,0.339304239,0.554932117,1646125968
,,,
11,0.346319109,0.621157706,1646125968
,,,
12,0.332835078,0.613651574,1646125968
,,,
13,0.276956826,0.577069938,1646125968
,,,
14,0.302776247,0.58068198,1646125968
,,,
15,0.315667957,0.633966029,1646125968
,,,
16,0.3034648,0.628107607,1646125968
,,,
17,0.250336468,0.60377264,1646125968
,,,
18,0.2686207,0.601705492,1646125968
,,,
19,0.286213577,0.635321915,1646125968
,,,
0,0.320428848,0.754395068,1646125968
,,,
1,0.380100101,0.70009464,1646125968
,,,
2,0.428001881,0.626840174,1646125968
,,,
3,0.471649587,0.575342417,1646125968
,,,
4,0.50542891,0.545105457,1646125968
,,,
5,0.351573139,0.548209012,1646125968
,,,
6,0.376094937,0.536169112,1646125968
,,,
7,0.37458396,0.596291602,1646125968
,,,
8,0.36289081,0.599027336,1646125968
,,,
9,0.310047925,0.55248487,1646125968
,,,
10,0.342032105,0.557442605,1646125968
,,,
11,0.346912712,0.622136354,1646125968
,,,
12,0.333041996,0.613157749,1646125968
,,,
13,0.275593877,0.575703621,1646125968
,,,
14,0.304228008,0.581819177,1646125968
,,,
15,0.316093385,0.634240031,1646125968
,,,
16,0.30459708,0.626099646,1646125968
,,,
17,0.250218928,0.602519989,1646125968
,,,
18,0.269476473,0.599735558,1646125968
,,,
19,0.287459135,0.633869231,1646125968
,,,
0,0.320428848,0.754395068,1646125968
,,,
1,0.380100101,0.70009464,1646125968
,,,
2,0.428001881,0.626840174,1646125968
,,,
3,0.471649587,0.575342417,1646125968
,,,
4,0.50542891,0.545105457,1646125968
,,,
5,0.351573139,0.548209012,1646125968
,,,
6,0.376094937,0.536169112,1646125968
,,,
7,0.37458396,0.596291602,1646125968
,,,
8,0.36289081,0.599027336,1646125968
,,,
9,0.310047925,0.55248487,1646125968
,,,
10,0.342032105,0.557442605,1646125968
,,,
11,0.346912712,0.622136354,1646125968
,,,
12,0.333041996,0.613157749,1646125968
,,,
13,0.275593877,0.575703621,1646125968
,,,
14,0.304228008,0.581819177,1646125968
,,,
15,0.316093385,0.634240031,1646125968
,,,
16,0.30459708,0.626099646,1646125968
,,,
17,0.250218928,0.602519989,1646125968
,,,
18,0.269476473,0.599735558,1646125968
,,,
19,0.287459135,0.633869231,1646125968
,,,
0,0.320428848,0.754395068,1646125968
,,,
1,0.380100101,0.70009464,1646125968
,,,
2,0.428001881,0.626840174,1646125968
,,,
3,0.471649587,0.575342417,1646125968
,,,
4,0.50542891,0.545105457,1646125968
,,,
5,0.351573139,0.548209012,1646125968
,,,
6,0.376094937,0.536169112,1646125968
,,,
7,0.37458396,0.596291602,1646125968
,,,
8,0.36289081,0.599027336,1646125968
,,,
9,0.310047925,0.55248487,1646125968
,,,
10,0.342032105,0.557442605,1646125968
,,,
11,0.346912712,0.622136354,1646125968
,,,
12,0.333041996,0.613157749,1646125968
,,,
13,0.275593877,0.575703621,1646125968
,,,
14,0.304228008,0.581819177,1646125968
,,,
15,0.316093385,0.634240031,1646125968
,,,
16,0.30459708,0.626099646,1646125968
,,,
17,0.250218928,0.602519989,1646125968
,,,
18,0.269476473,0.599735558,1646125968
,,,
19,0.287459135,0.633869231,1646125968
,,,
0,0.320428848,0.754395068,1646125968
,,,
1,0.380100101,0.70009464,1646125968
,,,
2,0.428001881,0.626840174,1646125968
,,,
3,0.471649587,0.575342417,1646125968
,,,
4,0.50542891,0.545105457,1646125968
,,,
5,0.351573139,0.548209012,1646125968
,,,
6,0.376094937,0.536169112,1646125968
,,,
7,0.37458396,0.596291602,1646125968
,,,
8,0.36289081,0.599027336,1646125968
,,,
9,0.310047925,0.55248487,1646125968
,,,
10,0.342032105,0.557442605,1646125968
,,,
11,0.346912712,0.622136354,1646125968
,,,
12,0.333041996,0.613157749,1646125968
,,,
13,0.275593877,0.575703621,1646125968
,,,
14,0.304228008,0.581819177,1646125968
,,,
15,0.316093385,0.634240031,1646125968
,,,
16,0.30459708,0.626099646,1646125968
,,,
17,0.250218928,0.602519989,1646125968
,,,
18,0.269476473,0.599735558,1646125968
,,,
19,0.287459135,0.633869231,1646125968
,,,
0,0.320428848,0.754395068,1646125968
,,,
1,0.380100101,0.70009464,1646125968
,,,
2,0.428001881,0.626840174,1646125968
,,,
3,0.471649587,0.575342417,1646125968
,,,
4,0.50542891,0.545105457,1646125968
,,,
5,0.351573139,0.548209012,1646125968
,,,
6,0.376094937,0.536169112,1646125968
,,,
7,0.37458396,0.596291602,1646125968
,,,
8,0.36289081,0.599027336,1646125968
,,,
9,0.310047925,0.55248487,1646125968
,,,
10,0.342032105,0.557442605,1646125968
,,,
11,0.346912712,0.622136354,1646125968
,,,
12,0.333041996,0.613157749,1646125968
,,,
13,0.275593877,0.575703621,1646125968
,,,
14,0.304228008,0.581819177,1646125968
,,,
15,0.316093385,0.634240031,1646125968
,,,
16,0.30459708,0.626099646,1646125968
,,,
17,0.250218928,0.602519989,1646125968
,,,
18,0.269476473,0.599735558,1646125968
,,,
19,0.287459135,0.633869231,1646125968
,,,
0,0.312054932,0.750828266,1646125968
,,,
1,0.37560603,0.697283864,1646125968
,,,
2,0.424674571,0.62848419,1646125968
,,,
3,0.467107534,0.574438632,1646125968
,,,
4,0.504585266,0.544994891,1646125968
,,,
5,0.357900679,0.554779589,1646125968
,,,
6,0.37083298,0.510840356,1646125968
,,,
7,0.372610003,0.574282885,1646125968
,,,
8,0.362990707,0.591165304,1646125968
,,,
9,0.316212922,0.562609971,1646125968
,,,
10,0.338154465,0.537398636,1646125968
,,,
11,0.345654696,0.609652758,1646125968
,,,
12,0.332613349,0.610554457,1646125968
,,,
13,0.281333148,0.5839957,1646125968
,,,
14,0.303745031,0.565828919,1646125968
,,,
15,0.316612482,0.624855399,1646125968
,,,
16,0.305665106,0.626363754,1646125968
,,,
17,0.253690004,0.608947754,1646125968
,,,
18,0.269136429,0.587469399,1646125968
,,,
19,0.287133038,0.625750542,1646125968
,,,
0,0.312054932,0.750828266,1646125968
,,,
1,0.37560603,0.697283864,1646125968
,,,
2,0.424674571,0.62848419,1646125968
,,,
3,0.467107534,0.574438632,1646125968
,,,
4,0.504585266,0.544994891,1646125968
,,,
5,0.357900679,0.554779589,1646125968
,,,
6,0.37083298,0.510840356,1646125968
,,,
7,0.372610003,0.574282885,1646125968
,,,
8,0.362990707,0.591165304,1646125968
,,,
9,0.316212922,0.562609971,1646125968
,,,
10,0.338154465,0.537398636,1646125968
,,,
11,0.345654696,0.609652758,1646125968
,,,
12,0.332613349,0.610554457,1646125968
,,,
13,0.281333148,0.5839957,1646125968
,,,
14,0.303745031,0.565828919,1646125968
,,,
15,0.316612482,0.624855399,1646125968
,,,
16,0.305665106,0.626363754,1646125968
,,,
17,0.253690004,0.608947754,1646125968
,,,
18,0.269136429,0.587469399,1646125968
,,,
19,0.287133038,0.625750542,1646125968
,,,
0,0.312054932,0.750828266,1646125968
,,,
1,0.37560603,0.697283864,1646125968
,,,
2,0.424674571,0.62848419,1646125968
,,,
3,0.467107534,0.574438632,1646125968
,,,
4,0.504585266,0.544994891,1646125968
,,,
5,0.357900679,0.554779589,1646125968
,,,
6,0.37083298,0.510840356,1646125968
,,,
7,0.372610003,0.574282885,1646125968
,,,
8,0.362990707,0.591165304,1646125968
,,,
9,0.316212922,0.562609971,1646125968
,,,
10,0.338154465,0.537398636,1646125968
,,,
11,0.345654696,0.609652758,1646125968
,,,
12,0.332613349,0.610554457,1646125968
,,,
13,0.281333148,0.5839957,1646125968
,,,
14,0.303745031,0.565828919,1646125968
,,,
15,0.316612482,0.624855399,1646125968
,,,
16,0.305665106,0.626363754,1646125968
,,,
17,0.253690004,0.608947754,1646125968
,,,
18,0.269136429,0.587469399,1646125968
,,,
19,0.287133038,0.625750542,1646125968
,,,
0,0.312054932,0.750828266,1646125968
,,,
1,0.37560603,0.697283864,1646125968
,,,
2,0.424674571,0.62848419,1646125968
,,,
3,0.467107534,0.574438632,1646125968
,,,
4,0.504585266,0.544994891,1646125968
,,,
5,0.357900679,0.554779589,1646125968
,,,
6,0.37083298,0.510840356,1646125968
,,,
7,0.372610003,0.574282885,1646125968
,,,
8,0.362990707,0.591165304,1646125968
,,,
9,0.316212922,0.562609971,1646125968
,,,
10,0.338154465,0.537398636,1646125968
,,,
11,0.345654696,0.609652758,1646125968
,,,
12,0.332613349,0.610554457,1646125968
,,,
13,0.281333148,0.5839957,1646125968
,,,
14,0.303745031,0.565828919,1646125968
,,,
15,0.316612482,0.624855399,1646125968
,,,
16,0.305665106,0.626363754,1646125968
,,,
17,0.253690004,0.608947754,1646125968
,,,
18,0.269136429,0.587469399,1646125968
,,,
19,0.287133038,0.625750542,1646125968
,,,
0,0.312054932,0.750828266,1646125968
,,,
1,0.37560603,0.697283864,1646125968
,,,
2,0.424674571,0.62848419,1646125968
,,,
3,0.467107534,0.574438632,1646125968
,,,
4,0.504585266,0.544994891,1646125968
,,,
5,0.357900679,0.554779589,1646125968
,,,
6,0.37083298,0.510840356,1646125968
,,,
7,0.372610003,0.574282885,1646125968
,,,
8,0.362990707,0.591165304,1646125968
,,,
9,0.316212922,0.562609971,1646125968
,,,
10,0.338154465,0.537398636,1646125968
,,,
11,0.345654696,0.609652758,1646125968
,,,
12,0.332613349,0.610554457,1646125968
,,,
13,0.281333148,0.5839957,1646125968
,,,
14,0.303745031,0.565828919,1646125968
,,,
15,0.316612482,0.624855399,1646125968
,,,
16,0.305665106,0.626363754,1646125968
,,,
17,0.253690004,0.608947754,1646125968
,,,
18,0.269136429,0.587469399,1646125968
,,,
19,0.287133038,0.625750542,1646125968
,,,
0,0.326420158,0.746416152,1646125968
,,,
1,0.382465899,0.696613014,1646125968
,,,
2,0.425333798,0.628240526,1646125968
,,,
3,0.467894673,0.571595728,1646125968
,,,
4,0.501947045,0.539381385,1646125968
,,,
5,0.358894169,0.55065459,1646125968
,,,
6,0.363723904,0.486502141,1646125968
,,,
7,0.374646127,0.543877482,1646125968
,,,
8,0.373504013,0.580772996,1646125968
,,,
9,0.320711732,0.559094727,1646125968
,,,
10,0.337275386,0.530890405,1646125968
,,,
11,0.348702222,0.60472393,1646125968
,,,
12,0.339578182,0.616069555,1646125968
,,,
13,0.287191123,0.579258561,1646125968
,,,
14,0.305663168,0.562312365,1646125968
,,,
15,0.320173621,0.621458411,1646125968
,,,
16,0.312634766,0.628139734,1646125968
,,,
17,0.258325338,0.605084419,1646125968
,,,
18,0.271492869,0.576272368,1646125968
,,,
19,0.290177941,0.61401993,1646125968
,,,
0,0.326420158,0.746416152,1646125968
,,,
1,0.382465899,0.696613014,1646125968
,,,
2,0.425333798,0.628240526,1646125968
,,,
3,0.467894673,0.571595728,1646125968
,,,
4,0.501947045,0.539381385,1646125968
,,,
5,0.358894169,0.55065459,1646125968
,,,
6,0.363723904,0.486502141,1646125968
,,,
7,0.374646127,0.543877482,1646125968
,,,
8,0.373504013,0.580772996,1646125968
,,,
9,0.320711732,0.559094727,1646125968
,,,
10,0.337275386,0.530890405,1646125968
,,,
11,0.348702222,0.60472393,1646125968
,,,
12,0.339578182,0.616069555,1646125968
,,,
13,0.287191123,0.579258561,1646125968
,,,
14,0.305663168,0.562312365,1646125968
,,,
15,0.320173621,0.621458411,1646125968
,,,
16,0.312634766,0.628139734,1646125968
,,,
17,0.258325338,0.605084419,1646125968
,,,
18,0.271492869,0.576272368,1646125968
,,,
19,0.290177941,0.61401993,1646125968
,,,
0,0.326420158,0.746416152,1646125968
,,,
1,0.382465899,0.696613014,1646125968
,,,
2,0.425333798,0.628240526,1646125968
,,,
3,0.467894673,0.571595728,1646125968
,,,
4,0.501947045,0.539381385,1646125968
,,,
5,0.358894169,0.55065459,1646125968
,,,
6,0.363723904,0.486502141,1646125968
,,,
7,0.374646127,0.543877482,1646125968
,,,
8,0.373504013,0.580772996,1646125968
,,,
9,0.320711732,0.559094727,1646125968
,,,
10,0.337275386,0.530890405,1646125968
,,,
11,0.348702222,0.60472393,1646125968
,,,
12,0.339578182,0.616069555,1646125968
,,,
13,0.287191123,0.579258561,1646125968
,,,
14,0.305663168,0.562312365,1646125968
,,,
15,0.320173621,0.621458411,1646125968
,,,
16,0.312634766,0.628139734,1646125968
,,,
17,0.258325338,0.605084419,1646125968
,,,
18,0.271492869,0.576272368,1646125968
,,,
19,0.290177941,0.61401993,1646125968
,,,
0,0.326420158,0.746416152,1646125968
,,,
1,0.382465899,0.696613014,1646125968
,,,
2,0.425333798,0.628240526,1646125968
,,,
3,0.467894673,0.571595728,1646125968
,,,
4,0.501947045,0.539381385,1646125968
,,,
5,0.358894169,0.55065459,1646125968
,,,
6,0.363723904,0.486502141,1646125968
,,,
7,0.374646127,0.543877482,1646125968
,,,
8,0.373504013,0.580772996,1646125968
,,,
9,0.320711732,0.559094727,1646125968
,,,
10,0.337275386,0.530890405,1646125968
,,,
11,0.348702222,0.60472393,1646125968
,,,
12,0.339578182,0.616069555,1646125968
,,,
13,0.287191123,0.579258561,1646125968
,,,
14,0.305663168,0.562312365,1646125968
,,,
15,0.320173621,0.621458411,1646125968
,,,
16,0.312634766,0.628139734,1646125968
,,,
17,0.258325338,0.605084419,1646125968
,,,
18,0.271492869,0.576272368,1646125968
,,,
19,0.290177941,0.61401993,1646125968
,,,
0,0.326420158,0.746416152,1646125968
,,,
1,0.382465899,0.696613014,1646125968
,,,
2,0.425333798,0.628240526,1646125968
,,,
3,0.467894673,0.571595728,1646125968
,,,
4,0.501947045,0.539381385,1646125968
,,,
5,0.358894169,0.55065459,1646125968
,,,
6,0.363723904,0.486502141,1646125968
,,,
7,0.374646127,0.543877482,1646125968
,,,
8,0.373504013,0.580772996,1646125968
,,,
9,0.320711732,0.559094727,1646125968
,,,
10,0.337275386,0.530890405,1646125968
,,,
11,0.348702222,0.60472393,1646125968
,,,
12,0.339578182,0.616069555,1646125968
,,,
13,0.287191123,0.579258561,1646125968
,,,
14,0.305663168,0.562312365,1646125968
,,,
15,0.320173621,0.621458411,1646125968
,,,
16,0.312634766,0.628139734,1646125968
,,,
17,0.258325338,0.605084419,1646125968
,,,
18,0.271492869,0.576272368,1646125968
,,,
19,0.290177941,0.61401993,1646125968
,,,
